name,price,rating,ram,display,camera,battery,processor
"realme P1 5G (Feather Blue, 128 GB)",,4.4,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,16.94 cm (6.67 inch) Full HD+ AMOLED Display,50MP + 50MP + 2MP | 16MP + 16MP Dual Front Camera,5000 mAh Battery,Dimensity 7050 Processor
"POCO M6 5G (Galactic Black, 128 GB)","₹10,999",4.2,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.12 cm (6.74 inch) HD+ Display,50MP Rear Camera | 5MP Front Camera,5000 mAh Battery,Mediatek Dimensity 6100+ Processor
"POCO M6 5G (Orion Blue, 128 GB)","₹10,499",4.2,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.12 cm (6.74 inch) HD+ Display,50MP Rear Camera | 5MP Front Camera,5000 mAh Battery,Mediatek Dimensity 6100+ Processor
"CMF by Nothing Phone 1 (Orange, 128 GB)","₹17,999",4.4,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB,16.94 cm (6.67 inch) Full HD+ Display,50MP + 2MP | 16MP Front Camera,5000 mAh Battery,Dimensity 7300 5G Processor
"realme 13 5G (Speed Green, 256 GB)","₹19,999",4.3,8 GB RAM | 256 GB ROM | Expandable Upto 2 TB,17.07 cm (6.72 inch) Full HD+ Display,50MP + 2MP | 16MP Front Camera,5000 mAh Battery,Dimensity 6300 Processor
"(Refurbished) POCO M6 Pro 5G (Power Black, 256 GB)","₹10,699",,Grade: Refurbished - Superb,Compatible Charger & Cable,8 GB RAM | 256 GB ROM | Expandable Upto 1 TB,17.25 cm Full HD+ Display,50MP + 2MP Dual Rear Camera | 8MP Front Camera
"POCO X6 Neo 5G (Horizon Blue, 128 GB)","₹13,990",4.2,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) Full HD+ Display,108MP + 2MP | 16MP Front Camera,5000 mAh Battery,Dimensity 6080 Processor
"realme 12+ 5G (Navigator Beige, 256 GB)","₹15,999",4.3,8 GB RAM | 256 GB ROM | Expandable Upto 2 TB,16.94 cm (6.67 inch) Full HD+ Display,50MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Battery,Dimensity 7050 Processor
"realme 12+ 5G (Pioneer Green, 128 GB)","₹14,999",4.3,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB,16.94 cm (6.67 inch) Full HD+ Display,50MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Battery,Dimensity 7050 Processor
"realme 13 5G (Speed Green, 256 GB)","₹23,999",,12 GB RAM | 256 GB ROM | Expandable Upto 2 TB,17.07 cm (6.72 inch) Full HD+ Display,50MP + 2MP | 16MP Front Camera,5000 mAh Battery,Dimensity 6300 Processor
"OPPO Reno 12 5G (Matte Brown, 256 GB)","₹32,999",4.4,8 GB RAM | 256 GB ROM | Expandable Upto 1 TB,17.02 cm (6.7 inch) Full HD+ Display,50MP + 8MP + 2MP | 32MP Front Camera,5000 mAh Battery,Dimensity 7300 Energy Processor
"Nothing Phone (2a) 5G (Blue, 256 GB)","₹26,999",4.4,12 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,50MP (OIS) + 50MP | 32MP Front Camera,5000 mAh Battery,Dimensity 7200 Pro Processor
"realme 12+ 5G (Navigator Beige, 128 GB)","₹14,999",4.3,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB,16.94 cm (6.67 inch) Full HD+ Display,50MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Battery,Dimensity 7050 Processor
"(Refurbished) POCO M6 Pro 5G (Forest Green, 256 GB)","₹10,699",,Grade: Refurbished - Superb,Compatible Charger & Cable,8 GB RAM | 256 GB ROM | Expandable Upto 1 TB,17.25 cm Full HD+ Display,50MP + 2MP Dual Rear Camera | 8MP Front Camera
"realme 13 5G (Dark Purple, 256 GB)","₹18,900",4.3,8 GB RAM | 256 GB ROM | Expandable Upto 2 TB,17.07 cm (6.72 inch) Full HD+ Display,50MP + 2MP | 16MP Front Camera,5000 mAh Battery,Dimensity 6300 Processor
"POCO X6 Neo 5G (Martian Orange, 256 GB)","₹17,998",4.2,12 GB RAM | 256 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) Full HD+ Display,108MP + 2MP | 16MP Front Camera,5000 mAh Battery,Dimensity 6080 Processor
"REDMI 14C 5G (Stardust Purple, 128 GB)","₹10,499",4.2,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.48 cm (6.88 inch) HD+ Display,50MP Rear Camera | 8MP Front Camera,5160 mAh Battery,4 Gen 2 5G Processor
"realme P1 Speed 5G (Brushed Blue, 128 GB)","₹14,965",4.3,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB,16.94 cm (6.67 inch) Full HD+ Display,50MP + 2MP | 16MP Front Camera,5000 mAh Battery,Dimensity 7300 Energy Processor
"realme 13 5G (Dark Purple, 256 GB)","₹23,999",,12 GB RAM | 256 GB ROM | Expandable Upto 2 TB,17.07 cm (6.72 inch) Full HD+ Display,50MP + 2MP | 16MP Front Camera,5000 mAh Battery,Dimensity 6300 Processor
"OPPO Reno 12 5G (MATTE BROWN, 256 GB)","₹27,999",4.4,8 GB RAM | 256 GB ROM | Expandable Upto 256 GB,17.02 cm (6.7 inch) Full HD+ Display,50MP + 50MP | 32MP + 32MP Dual Front Camera,5000 mAh Battery,MediaTek Dimensity 9200 Processor
"REDMI 13C 5G (Startrail Green, 256 GB)","₹13,299",4.2,8 GB RAM | 256 GB ROM | Expandable Upto 1 TB,17.12 cm (6.74 inch) HD+ Display,50MP Rear Camera | 5MP Front Camera,5000 mAh Battery,Mediatek Dimensity 6100+ Processor
"POCO X6 5G (Skyline Blue, 256 GB)","₹21,999",4.3,8 GB RAM | 256 GB ROM,16.94 cm (6.67 inch) Display,64MP + 8MP + 2MP | 16MP Front Camera,5100 mAh Battery,7s Gen 2 Mobile Platform 5G Processor
"POCO M6 5G (Galactic Black, 64 GB)","₹10,770",4.2,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,17.12 cm (6.74 inch) HD+ Display,50MP Rear Camera | 5MP Front Camera,5000 mAh Battery,Mediatek Dimensity 6100+ Processor
"Nothing Phone (2a) 5G (White, 256 GB)","₹26,999",4.4,12 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,50MP (OIS) + 50MP | 32MP Front Camera,5000 mAh Battery,Dimensity 7200 Pro Processor
"realme P1 Speed 5G (Brushed Blue, 256 GB)","₹18,000",4.3,8 GB RAM | 256 GB ROM | Expandable Upto 2 TB,16.94 cm (6.67 inch) Full HD+ Display,50MP + 2MP | 16MP Front Camera,5000 mAh Battery,Dimensity 7300 Energy Processor
"Apple iPhone 16e (Black, 128 GB)","₹54,900",4.6,128 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,48MP Rear Camera | 12MP Front Camera,"A18 Chip, 6 Core Processor",1 year warranty for phone and 1 year warranty for in Box Accessories.
"realme Narzo N63 4G (Twilight Purple, 64 GB)","₹7,497",4.2,4 GB RAM | 64 GB ROM,17.12 cm (6.74 inch) Display,50MP Rear Camera,5000 mAh Battery,Domestic Warranty 1 year for handset and 6 months for accessories.
"Infinix Hot 50 5G (Sage Green, 128 GB)","₹10,499",4.4,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.02 cm (6.7 inch) HD+ Display,48MP + Depth Sensor | 8MP Front Camera,5000 mAh Lithium-ion Polymer Battery,Dimensity 6300 Processor
"REDMI 13C 5G (Startrail Silver, 256 GB)","₹13,299",4.2,8 GB RAM | 256 GB ROM | Expandable Upto 1 TB,17.12 cm (6.74 inch) HD+ Display,50MP Rear Camera | 5MP Front Camera,5000 mAh Battery,Mediatek Dimensity 6100+ Processor
"realme P1 Speed 5G (Textured Titanium, 128 GB)","₹14,995",4.3,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB,16.94 cm (6.67 inch) Full HD+ Display,50MP + 2MP | 16MP Front Camera,5000 mAh Battery,Dimensity 7300 Energy Processor
"realme Narzo N63 4G (Leather Blue, 128 GB)","₹8,490",4.2,4 GB RAM | 128 GB ROM,17.13 cm (6.745 inch) Display,50MP Rear Camera,5000 mAh Battery,Domestic Warranty 1 year for handset and 6 months for accessories.
"realme 12 5G (Twilight Purple, 128 GB)","₹13,999",4.4,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,17.07 cm (6.72 inch) Full HD+ Display,108MP + 2MP | 8MP Front Camera,5000 mAh Battery,Dimensity 6100+ Processor
"REDMI 14C 5G (Stargaze Black, 128 GB)","₹11,499",4.2,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.48 cm (6.88 inch) HD+ Display,50MP Rear Camera | 8MP Front Camera,5160 mAh Battery,4 Gen 2 5G Processor
"REDMI 12 5G (Moonstone Silver, 128 GB)","₹12,499",4.3,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.25 cm (6.79 inch) Full HD+ Display,50MP + 2MP | 8MP Front Camera,5000 mAh Battery,Snapdragon 4 Gen 2 Processor
"realme 12+ 5G (Green, 256 GB)","₹15,999",4.3,8 GB RAM | 256 GB ROM | Expandable Upto 2 TB,16.94 cm (6.67 inch) Full HD+ Display,50MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Battery,Dimensity 7050 Processor
"POCO X6 5G (Snowstorm White, 256 GB)","₹21,999",4.3,12 GB RAM | 256 GB ROM,16.94 cm (6.67 inch) Display,64MP + 8MP + 2MP | 16MP Front Camera,5100 mAh Battery,7s Gen 2 Mobile Platform 5G Processor
"Samsung Galaxy F15 5G (Ash Black, 128 GB)","₹16,999",4.2,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) Full HD+ Display,50MP + 5MP + 2MP | 13MP Front Camera,6000 mAh Lithium ion Battery,MediaTek Dimensity 6100+ Processor
"REDMI 14C 5G (Starlight Blue, 128 GB)","₹10,499",4.2,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.48 cm (6.88 inch) HD+ Display,50MP Rear Camera | 8MP Front Camera,5160 mAh Battery,4 Gen 2 5G Processor
"Samsung Galaxy F14 5G (OMG Black, 128 GB)","₹11,990",4.2,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 2MP | 13MP Front Camera,6000 mAh Battery,"Exynos 1330, Octa Core Processor"
"Acer Super ZX 5G (Cosmic Green, 128 GB)","₹15,990",,8 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Display,64MP Rear Camera,5000 mAh Battery,1 Year Manufacturer
"Samsung Galaxy F06 5G (Lit Violet, 64 GB)","₹8,499",4.1,4 GB RAM | 64 GB ROM | Expandable Upto 1500 GB,17.02 cm (6.7 inch) HD+ Display,50MP + 2MP | 8MP Front Camera,5000 mAh Battery,Dimensity 6300 Processor
"POCO X6 5G (Skyline Blue, 256 GB)","₹23,999",4.3,12 GB RAM | 256 GB ROM,16.94 cm (6.67 inch) Display,64MP + 8MP + 2MP | 16MP Front Camera,5100 mAh Battery,7s Gen 2 Mobile Platform 5G Processor
"REDMI 14C 5G (Starlight Blue, 128 GB)","₹11,499",4.2,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.48 cm (6.88 inch) HD+ Display,50MP Rear Camera | 8MP Front Camera,5160 mAh Battery,4 Gen 2 5G Processor
"REDMI 13c 5G (Starlight Black, 128 GB)","₹11,379",4.3,4 GB RAM | 128 GB ROM,17.12 cm (6.74 inch) Display,50MP Rear Camera,5000 mAh Battery,1 Year
"REDMI 13C 5G (Starlight Black, 256 GB)","₹13,299",4.2,8 GB RAM | 256 GB ROM | Expandable Upto 1 TB,17.12 cm (6.74 inch) HD+ Display,50MP Rear Camera | 5MP Front Camera,5000 mAh Battery,Mediatek Dimensity 6100+ Processor
"Samsung Galaxy F15 5G (Groovy Violet, 128 GB)","₹15,999",4.2,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) Full HD+ Display,50MP + 5MP + 2MP | 13MP Front Camera,6000 mAh Lithium ion Battery,MediaTek Dimensity 6100+ Processor
"REDMI 12 5G (Jade Black, 128 GB)","₹11,999",4.3,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.25 cm (6.79 inch) Full HD+ Display,50MP + 2MP | 8MP Front Camera,5000 mAh Battery,Snapdragon 4 Gen 2 Processor
"REDMI Note 13 5G (Arctic White, 128 GB)","₹15,954",4.2,6 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Display,108MP Rear Camera,5000 mAh Battery,1 Year Brand Warranty
"Apple iPhone 16 (White, 128 GB)","₹74,900",4.6,128 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,48MP + 12MP | 12MP Front Camera,"A18 Chip, 6 Core Processor Processor",1 year warranty for phone and 1 year warranty for in Box Accessories.
"realme 12 5G (Green, 128 GB)","₹13,999",4.4,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,17.07 cm (6.72 inch) Full HD+ Display,108MP + 2MP | 8MP Front Camera,5000 mAh Battery,Dimensity 6100+ Processor
"realme 12 5G (Twilight Purple, 128 GB)","₹14,999",4.3,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB,17.07 cm (6.72 inch) Full HD+ Display,108MP + 2MP | 8MP Front Camera,5000 mAh Battery,Dimensity 6100+ Processor
"OPPO A3x 5G (Sparkle Black, 128 GB)","₹11,999",4.2,4 GB RAM | 128 GB ROM | Expandable Upto 2 TB,16.94 cm (6.67 inch) HD+ Display,8MP + 13MP | 5MP + 5MP Dual Front Camera,5100 mAh Battery,Dimensity 6300 Processor
"realme P1 Speed 5G (Textured Titanium, 256 GB)","₹19,990",4.3,8 GB RAM | 256 GB ROM | Expandable Upto 2 TB,16.94 cm (6.67 inch) Full HD+ Display,50MP + 2MP | 16MP Front Camera,5000 mAh Battery,Dimensity 7300 Energy Processor
"REDMI 13c 5G (Startrail Silver, 128 GB)",,4.3,4 GB RAM | 128 GB ROM,17.12 cm (6.74 inch) Display,50MP Rear Camera,5000 mAh Battery,1 Year
"(Refurbished) POCO X4 Pro 5G (Laser Blue, 128 GB)","₹12,499",,Grade: Refurbished - Superb,Compatible Charger & Cable,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,6.67 inch Full HD+ Display,64MP + 8MP Dual Rear Camera | 16MP Front Camera
"REDMI 14C 5G (Stargaze Black, 64 GB)","₹9,499",4.2,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,17.48 cm (6.88 inch) HD+ Display,50MP Rear Camera | 8MP Front Camera,5160 mAh Battery,4 Gen 2 5G Processor
"realme NARZO 70X 5G (Ice Blue, 128 GB)","₹14,499",4.3,8 GB RAM | 128 GB ROM,17.07 cm (6.72 inch) Display,50MP Rear Camera,5000 mAh Battery,"Dimensity 6100 Plus, Octa Core Processor"
"realme NARZO 70X 5G (FOREST GREEN, 128 GB)","₹10,000",4,4 GB RAM | 128 GB ROM,17.07 cm (6.72 inch) Display,50MP Rear Camera | 8MP Front Camera,5000 mAh Battery,Dimensity 6100+ 5G Chipset Processor
"realme NARZO 70X 5G (Forest Green, 128 GB)","₹12,741",4.3,8 GB RAM | 128 GB ROM,17.07 cm (6.72 inch) Display,50MP Rear Camera,5000 mAh Battery,"Dimensity 6100 Plus, Octa Core Processor"
"LAVA Storm Play 5G (Dune Titanium, 128 GB)","₹12,990",,6 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Display,50MP Rear Camera,5000 mAh Battery,1 Year Handset Warranty and 6 Months Warranty on Accessories
"Samsung Galaxy F14 5G (OMG Black, 128 GB)","₹16,290",4.2,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 2MP | 13MP Front Camera,6000 mAh Battery,"Exynos 1330, Octa Core Processor"
"REDMI 13c 5G (Startrail Green, 128 GB)",,4.3,4 GB RAM | 128 GB ROM,17.12 cm (6.74 inch) Display,50MP Rear Camera,5000 mAh Battery,1 Year
"realme 14 Pro Lite 5G (Glass Gold, 256 GB)","₹23,999",4.4,8 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,50MP + 8MP + 2MP | 32MP Front Camera,5200 mAh Battery,7s Gen2 Processor
"REDMI 14C 5G (Stardust Purple, 64 GB)","₹9,499",4.2,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,17.48 cm (6.88 inch) HD+ Display,50MP Rear Camera | 8MP Front Camera,5160 mAh Battery,4 Gen 2 5G Processor
"REDMI 14C 5G (STARGAZE BLACK, 64 GB)","₹10,898",4.2,4 GB RAM | 64 GB ROM,17.48 cm (6.88 inch) Display,50MP Rear Camera,5160 mAh Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories.
"LAVA Blaze 3 5G (Glass Gold, 128 GB)","₹10,599",4.1,6 GB RAM | 128 GB ROM,16.66 cm (6.56 inch) Display,50MP Rear Camera,5000 mAh Battery,1 Year Handset Warranty and 6 Months Warranty on Accessories
"realme 12 5G (Woodland Green, 128 GB)","₹14,999",4.3,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB,17.07 cm (6.72 inch) Full HD+ Display,108MP + 2MP | 8MP Front Camera,5000 mAh Battery,Dimensity 6100+ Processor
"LAVA Blaze 2 5G with Dual Sim|50MP Rear Camera|5000 mAh Battery|Expandable Upto 1 TB (Glass Blue, 64 G...","₹8,999",4.2,4 GB RAM | 64 GB ROM,16.66 cm (6.56 inch) Full HD+ Display,50MP Rear Camera,5000 mAh Battery,1 Year Handset Warranty and 6 Months Warranty on Accessories
"REDMI 14C 5G (Stargaze Black, 64 GB)","₹10,499",4.2,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,17.48 cm (6.88 inch) HD+ Display,50MP Rear Camera | 8MP Front Camera,5160 mAh Battery,4 Gen 2 5G Processor
"REDMI 14C 5G (Stardust Purple, 128 GB)","₹11,499",4.2,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.48 cm (6.88 inch) HD+ Display,50MP Rear Camera | 8MP Front Camera,5160 mAh Battery,4 Gen 2 5G Processor
"POCO X5 Pro 5G (Astral Black, 128 GB)","₹17,349",4.3,6 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Full HD+ Display,108MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 778G Processor
"LAVA Blaze 2 5G with Dual Sim|50MP Rear Camera|5000 mAh Battery|Expandable Upto 1 TB (Glass Lavender, ...","₹8,749",4.2,4 GB RAM | 64 GB ROM,16.66 cm (6.56 inch) Full HD+ Display,50MP Rear Camera,5000 mAh Battery,1 Year Handset Warranty and 6 Months Warranty on Accessories
"realme GT 6T 5G (Fluid Silver, 256 GB)","₹26,998",4.5,12 GB RAM | 256 GB ROM,17.22 cm (6.78 inch) Display,50MP Rear Camera,5500 mAh Battery,1 Year
"REDMI 14C 5G (Starlight Blue, 64 GB)","₹9,499",4.2,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,17.48 cm (6.88 inch) HD+ Display,50MP Rear Camera | 8MP Front Camera,5160 mAh Battery,4 Gen 2 5G Processor
"LAVA Blaze 2 5G with Dual Sim|50MP Rear Camera|5000 mAh Battery|Expandable Upto 1 TB (Glass Lavender, ...","₹9,649",4.2,6 GB RAM | 128 GB ROM,16.66 cm (6.56 inch) Full HD+ Display,50MP Rear Camera,5000 mAh Battery,1 Year Handset Warranty and 6 Months Warranty on Accessories
"IQOO Z9x (Tornado Green, 128 GB)","₹13,980",4.2,4 GB RAM | 128 GB ROM,17.07 cm (6.72 inch) Display,50MP Rear Camera,6000 mAh Battery,"Octa core (2.2 GHz, Quad core, Cortex A78 + 1.8 GHz, Quad core, Cortex A55) Processor"
"POCO F6 5G (Titanium, 256 GB)","₹29,999",4.3,8 GB RAM | 256 GB ROM,16.94 cm (6.67 inch) Display,50MP (OIS) + 8MP | 20MP Front Camera,5000 mAh Battery,8s Gen3 Processor
"LAVA Blaze 2 5G with Dual Sim|50MP Rear Camera|5000 mAh Battery|Expandable Upto 1 TB (Glass Blue, 128 ...",,4.2,6 GB RAM | 128 GB ROM,16.66 cm (6.56 inch) Full HD+ Display,50MP Rear Camera,5000 mAh Battery,1 Year Handset Warranty and 6 Months Warranty on Accessories
"Samsung Galaxy F16 5G (Glam Green, 128 GB)","₹11,499",4.2,4 GB RAM | 128 GB ROM,16.91 cm (6.657 inch) Full HD+ Display,50MP + 5MP + 2MP | 13MP Front Camera,5000 mAh Battery,Dimensity 6300 Processor
"MOTOROLA G96 5G (Pantone Greener Pastures, 256 GB)","₹19,999",4.4,8 GB RAM | 256 GB ROM,16.94 cm (6.67 inch) Full HD+ Display,50MP + 8MP | 32MP Front Camera,5500 mAh Battery,7s Gen 2 Processor
"realme P1 Speed 5G (Brushed Blue, 256 GB)","₹16,190",4.3,12 GB RAM | 256 GB ROM | Expandable Upto 2 TB,16.94 cm (6.67 inch) Full HD+ Display,50MP + 2MP | 16MP Front Camera,5000 mAh Battery,Dimensity 7300 Energy Processor
"LAVA Blaze 2 5G with Dual Sim|50MP Rear Camera|5000 mAh Battery|Expandable Upto 1 TB (Glass Black, 64 ...","₹9,449",4.2,4 GB RAM | 64 GB ROM,16.66 cm (6.56 inch) Full HD+ Display,50MP Rear Camera,5000 mAh Battery,1 Year Handset Warranty and 6 Months Warranty on Accessories
"POCO M4 5G (Power Black, 64 GB)","₹12,999",4.2,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,16.71 cm (6.58 inch) Full HD+ Display,50MP + 2MP | 8MP Front Camera,5000 mAh Lithium Ion Polymer Battery,Mediatek Dimensity 700 Processor
"POCO X5 5G (Supernova Green, 256 GB)","₹14,499",4.2,8 GB RAM | 256 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) Full HD+ Display,48MP + 8MP + 2MP | 13MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 695 Processor
"Apple iPhone 14 (Blue, 128 GB)","₹52,990",4.6,128 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,"A15 Bionic Chip, 6 Core Processor Processor",1 year warranty for phone and 1 year warranty for in Box Accessories.
"POCO C65 (Pastel Green, 128 GB)","₹8,499",4.3,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.12 cm (6.74 inch) HD+ Display,50MP + AI Lens + 2MP | 8MP Front Camera,5000 mAh Battery,Helio G85 Processor
"LAVA Blaze 2 5G with Dual Sim|50MP Rear Camera|5000 mAh Battery|Expandable Upto 1 TB (Glass Black, 128...",,4.2,6 GB RAM | 128 GB ROM,16.66 cm (6.56 inch) Full HD+ Display,50MP Rear Camera,5000 mAh Battery,1 Year Handset Warranty and 6 Months Warranty on Accessories
"POCO X6 5G (Mirror Black, 512 GB)","₹22,999",4.3,12 GB RAM | 512 GB ROM,16.94 cm (6.67 inch) Display,64MP + 8MP + 2MP | 16MP Front Camera,5100 mAh Battery,7s Gen 2 Mobile Platform 5G Processor
"Acer Super ZX 5G (Lunar Blue, 128 GB)","₹13,890",,4 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Display,64MP Rear Camera,5000 mAh Battery,1 Year Manufacturer
"MOTOROLA G96 5G (Pantone Ashleigh Blue, 128 GB)","₹17,999",4.4,8 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Full HD+ Display,50MP + 8MP | 32MP Front Camera,5500 mAh Battery,7s Gen 2 Processor
"REDMI 13c 5G (Startrail Green, 128 GB)","₹11,289",4.3,6 GB RAM | 128 GB ROM,17.12 cm (6.74 inch) Display,50MP Rear Camera,5000 mAh Battery,1 Year
"realme GT 6T 5G (Miracle Purple, 256 GB)","₹27,988",4.5,12 GB RAM | 256 GB ROM,17.22 cm (6.78 inch) Display,50MP Rear Camera,5500 mAh Battery,1 Year
"POCO F6 5G (Titanium, 256 GB)","₹23,999",4.3,12 GB RAM | 256 GB ROM,16.94 cm (6.67 inch) Display,50MP (OIS) + 8MP | 20MP Front Camera,5000 mAh Battery,8s Gen3 Processor
"REDMI 13c 5G (Starlight Black, 128 GB)","₹11,947",4.3,6 GB RAM | 128 GB ROM,17.12 cm (6.74 inch) Display,50MP Rear Camera,5000 mAh Battery,1 Year
"realme C63 (Jade Green, 128 GB)","₹8,999",4.3,4 GB RAM | 128 GB ROM | Expandable Upto 2 TB,17.13 cm (6.745 inch) HD+ Display,50MP Rear Camera | 8MP Front Camera,5000 mAh Battery,T612 Processor
"POCO C65 (Matte Black, 128 GB)","₹8,499",4.3,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.12 cm (6.74 inch) HD+ Display,50MP + AI Lens + 2MP | 8MP Front Camera,5000 mAh Battery,Helio G85 Processor
"(Refurbished) Samsung Galaxy F34 5G (Orchid Violet, 128 GB)","₹14,799",,Grade: Refurbished - Superb,Compatible Charger & Cable,8 GB RAM | 128 GB ROM |,16.51 cm Full HD+ Display,"50MP + 8, 2MP Dual Rear Camera | 13MP Front Camera"
"realme 14 Pro Lite 5G (Glass Gold, 128 GB)","₹21,999",4.4,8 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,50MP + 8MP + 2MP | 32MP Front Camera,5200 mAh Battery,7s Gen2 Processor
"realme GT 6T 5G (Fluid Silver, 256 GB)","₹29,900",4.5,8 GB RAM | 256 GB ROM,17.22 cm (6.78 inch) Display,50MP Rear Camera,5500 mAh Battery,1 Year
"realme 13 Pro 5G (Emerald Green, 256 GB)","₹23,999",4.4,8 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,50MP + 8MP + 2MP | 32MP Front Camera,5200 mAh Battery,Snapdragon 7s Gen2 Processor
"REDMI Note 13 5G (Stealth Black, 256 GB)","₹17,499",4.2,12 GB RAM | 256 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) Full HD+ Display,108MP + 2MP | 16MP Front Camera,5000 mAh Battery,Dimensity 6080 Processor
"REDMI 13c 5G (Startrail Silver, 128 GB)","₹11,399",4.3,6 GB RAM | 128 GB ROM,17.12 cm (6.74 inch) Display,50MP Rear Camera,5000 mAh Battery,1 Year
"Samsung Galaxy F14 5G (B.A.E. Purple, 128 GB)","₹13,490",4.2,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 2MP | 13MP Front Camera,6000 mAh Battery,"Exynos 1330, Octa Core Processor"
"IQOO Z9x (Storm Grey, 128 GB)","₹16,199",4.2,4 GB RAM | 128 GB ROM,17.07 cm (6.72 inch) Display,50MP Rear Camera,6000 mAh Battery,"Octa core (2.2 GHz, Quad core, Cortex A78 + 1.8 GHz, Quad core, Cortex A55) Processor"
"realme GT 6T 5G (Razor Green, 256 GB)","₹24,998",4.5,8 GB RAM | 256 GB ROM,17.22 cm (6.78 inch) Display,50MP Rear Camera,5500 mAh Battery,1 Year
"REDMI Note 14 5G (Titan Black, 128 GB)","₹17,000",4.2,8 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Display,50MP Rear Camera,5110 mAh Battery,1 Year
